organism,SMAG,taxlevel,breakpoints,cor_md5sum1,cor_md5sum2,cor_md5sum3,cor_md5sum4,cor_md5sum5,cor_md5sum6,cor_md5sum7,cor_md5sum8,cor_md5sum9,cor_md5sum10,organism,SMAG,taxlevel,breakpoints,rho_md5sum1,rho_md5sum2,rho_md5sum3,rho_md5sum4,rho_md5sum5,rho_md5sum6,rho_md5sum7,rho_md5sum8,rho_md5sum9,rho_md5sum10
Micromonas,TARA_ANE_2018_MAG_00101,taxogroup_middle,NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,Micromonas,TARA_ANE_2018_MAG_00101,taxogroup_middle,NA NA NA NA NA NA NA,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00097,genus,1 NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00097,genus,1 NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00097,taxogroup_middle,1 NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00097,taxogroup_middle,1 NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00118,genus,1 NA NA NA NA NA,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00118,genus,NA NA NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00118,taxogroup_middle,1 NA NA NA NA NA NA,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00118,taxogroup_middle,NA NA NA NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00297,genus,1 NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00297,genus,NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AON_82_MAG_00297,taxogroup_middle,1 NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_AON_82_MAG_00297,taxogroup_middle,NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AOS_82_MAG_00137,genus,1 NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_AOS_82_MAG_00137,genus,NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AOS_82_MAG_00137,taxogroup_middle,1 NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_AOS_82_MAG_00137,taxogroup_middle,NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AOS_82_MAG_00181,genus,1 NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_AOS_82_MAG_00181,genus,NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_AOS_82_MAG_00181,taxogroup_middle,1 NA NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_AOS_82_MAG_00181,taxogroup_middle,NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00063,genus,NA NA NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00063,genus,NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00063,taxogroup_middle,NA NA NA NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00063,taxogroup_middle,NA NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00100,genus,1 NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00100,genus,1 NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00100,taxogroup_middle,1 NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00100,taxogroup_middle,1 NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00233,genus,1 NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00233,genus,NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ARC_108_MAG_00233,taxogroup_middle,1 NA NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_ARC_108_MAG_00233,taxogroup_middle,NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ASE_2028_MAG_00032,genus,1 NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_ASE_2028_MAG_00032,genus,NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ASE_2028_MAG_00032,taxogroup_middle,1 NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_ASE_2028_MAG_00032,taxogroup_middle,NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ION_45_MAG_00143,genus,1 NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_ION_45_MAG_00143,genus,NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ION_45_MAG_00143,taxogroup_middle,1 NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_ION_45_MAG_00143,taxogroup_middle,NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ION_45_MAG_00153,genus,NA NA NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_ION_45_MAG_00153,genus,NA NA NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_ION_45_MAG_00153,taxogroup_middle,NA NA NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_ION_45_MAG_00153,taxogroup_middle,NA NA NA NA NA NA NA NA,93ea2747f5a3cbee4ffda130a57b2cddbedc0352,,,,,,,,,
Micromonas,TARA_IOS_50_MAG_00065,genus,1 NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_IOS_50_MAG_00065,genus,1 NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,
Micromonas,TARA_IOS_50_MAG_00065,taxogroup_middle,1 NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_IOS_50_MAG_00065,taxogroup_middle,1 NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,
Micromonas,TARA_MED_95_MAG_00308,genus,1 NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00308,genus,NA 2 NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,
Micromonas,TARA_MED_95_MAG_00308,taxogroup_middle,1 NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00308,taxogroup_middle,NA 2 NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,
Micromonas,TARA_MED_95_MAG_00390,genus,1 NA NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00390,genus,NA NA NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,
Micromonas,TARA_MED_95_MAG_00390,taxogroup_middle,1 NA NA NA NA NA,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00390,taxogroup_middle,NA NA NA NA NA NA NA,bf4ad8ea6f40e1d7a07ff2c107fdf739d88f89f3,495f75dd678a6700fd8f3fc3fab2aa87800d0aa1,,,,,,,,
Micromonas,TARA_MED_95_MAG_00447,genus,1 NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00447,genus,1 NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,
Micromonas,TARA_MED_95_MAG_00447,taxogroup_middle,1 NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,,Micromonas,TARA_MED_95_MAG_00447,taxogroup_middle,NA NA NA NA NA,ad17c99efd85e24991619ffe3230f95aeaa1c749,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00075,genus,1 NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00075,genus,1 NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00075,taxogroup_middle,1 NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00075,taxogroup_middle,1 NA NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00105,genus,1 NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00105,genus,1 NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00105,taxogroup_middle,1 NA NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00105,taxogroup_middle,1 NA NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00106,genus,1 NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00106,genus,1 NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00106,taxogroup_middle,1 NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00106,taxogroup_middle,1 NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00289,genus,NA 2 NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00289,genus,NA NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Micromonas,TARA_PSW_86_MAG_00289,taxogroup_middle,NA 2 NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,be892bb6bb274afd7b8b1ac43b904e772e13fb0f,,,,,,,,,Micromonas,TARA_PSW_86_MAG_00289,taxogroup_middle,NA NA NA NA NA NA NA,e17adfd1e47a6795e7cc6150f33055a78411da64,,,,,,,,,
Minidiscus,TARA_ARC_108_MAG_00219,taxogroup_middle,1 NA NA NA NA NA NA NA NA,dea523d0e8f9655b4b2b4a811e7b29d3182aabf1,,,,,,,,,,Minidiscus,TARA_ARC_108_MAG_00219,taxogroup_middle,NA NA NA NA NA NA NA NA,dea523d0e8f9655b4b2b4a811e7b29d3182aabf1,,,,,,,,,
Minidiscus,TARA_PSW_86_MAG_00276,taxogroup_middle,NA NA NA NA NA NA NA NA,dea523d0e8f9655b4b2b4a811e7b29d3182aabf1,,,,,,,,,,Minidiscus,TARA_PSW_86_MAG_00276,taxogroup_middle,NA NA NA NA NA NA NA NA NA,dea523d0e8f9655b4b2b4a811e7b29d3182aabf1,,,,,,,,,
Minutocellus,TARA_AON_82_MAG_00338,genus,1,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,,Minutocellus,TARA_AON_82_MAG_00338,genus,1,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
Minutocellus,TARA_AON_82_MAG_00338,taxogroup_middle,1 NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,,Minutocellus,TARA_AON_82_MAG_00338,taxogroup_middle,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
Minutocellus,TARA_ARC_108_MAG_00209,genus,1,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,,Minutocellus,TARA_ARC_108_MAG_00209,genus,1,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
Minutocellus,TARA_ARC_108_MAG_00209,taxogroup_middle,1 2 NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,Minutocellus,TARA_ARC_108_MAG_00209,taxogroup_middle,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,Metagenome_centric_SAG_TOSAG46_2,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,Metagenome_centric_SAG_TOSAG46_2,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,Metagenome_centric_SAG_TOSAG46_2,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,Metagenome_centric_SAG_TOSAG46_2,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,TARA_IOS_50_MAG_00125,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,TARA_IOS_50_MAG_00125,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,TARA_IOS_50_MAG_00125,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,TARA_IOS_50_MAG_00125,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,TARA_PSW_86_MAG_00281,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,TARA_PSW_86_MAG_00281,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_01,TARA_PSW_86_MAG_00281,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,f1a8a1f5eca0da05f5da350b4ac4a725f7e0870b,,,,,,,,,New_Bacillariaceae_01,TARA_PSW_86_MAG_00281,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_02,TARA_ARC_108_MAG_00137,taxogroup_1,1 NA NA NA NA NA NA NA NA,1e79fa12c6b40b3b5d4686d215990d1ab1665be3,,,,,,,,,,New_Bacillariaceae_02,TARA_ARC_108_MAG_00137,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_02,TARA_ARC_108_MAG_00137,taxogroup_2,1 NA NA NA NA NA NA NA NA,1e79fa12c6b40b3b5d4686d215990d1ab1665be3,,,,,,,,,,New_Bacillariaceae_02,TARA_ARC_108_MAG_00137,taxogroup_2,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_02,TARA_ARC_108_MAG_00276,taxogroup_1,1 2 NA NA NA NA NA NA NA,4fa02791553792e89967a1f8c32d185bc0ce1d7b,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,New_Bacillariaceae_02,TARA_ARC_108_MAG_00276,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bacillariaceae_02,TARA_ARC_108_MAG_00276,taxogroup_2,1 NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bacillariaceae_02,TARA_ARC_108_MAG_00276,taxogroup_2,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_12,taxogroup_1,NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_12,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_12,taxogroup_2,NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_12,taxogroup_2,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_7,taxogroup_1,NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_7,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_7,taxogroup_2,NA NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_7,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_9,taxogroup_1,NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_9,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_9,taxogroup_2,NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG00_9,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG23_6,taxogroup_1,NA NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG23_6,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG23_6,taxogroup_2,NA NA NA NA NA NA NA NA,c6070e169f89c95433a06f7ed0bd5a3d135ea392,,,,,,,,,,New_Bicosoecales_01,Metagenome_centric_SAG_TOSAG23_6,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_ION_45_MAG_00146,taxogroup_1,1 NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_ION_45_MAG_00146,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_ION_45_MAG_00146,taxogroup_2,NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_ION_45_MAG_00146,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_MED_95_MAG_00504,taxogroup_1,NA NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_MED_95_MAG_00504,taxogroup_1,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_MED_95_MAG_00504,taxogroup_2,NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_MED_95_MAG_00504,taxogroup_2,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_PSE_93_MAG_00216,taxogroup_1,NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_PSE_93_MAG_00216,taxogroup_1,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_PSE_93_MAG_00216,taxogroup_2,NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_PSE_93_MAG_00216,taxogroup_2,NA NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_PSE_93_MAG_00255,taxogroup_1,NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_PSE_93_MAG_00255,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Bicosoecales_01,TARA_PSE_93_MAG_00255,taxogroup_2,NA NA NA NA NA NA NA NA,aca17e422ca891974c6af687ccf37be1e685b732,,,,,,,,,,New_Bicosoecales_01,TARA_PSE_93_MAG_00255,taxogroup_2,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_ION_45_MAG_00163,supergroup,NA 2 NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_ION_45_MAG_00163,supergroup,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_ION_45_MAG_00163,taxogroup_1,NA 2 NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_ION_45_MAG_00163,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_MED_95_MAG_00216,supergroup,NA NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_MED_95_MAG_00216,supergroup,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_MED_95_MAG_00216,taxogroup_1,NA NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_MED_95_MAG_00216,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_PSE_93_MAG_00141,supergroup,NA NA NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_PSE_93_MAG_00141,supergroup,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_PSE_93_MAG_00141,taxogroup_1,NA NA NA NA NA NA NA NA NA,196d89e0451637bb7e2ef29050868bb5fff83481,bf8ff709eb4bbb8843daff180df76c47b46f10b2,,,,,,,,,New_Chlorophyta_01,TARA_PSE_93_MAG_00141,taxogroup_1,NA NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_PSE_93_MAG_00228,supergroup,1 NA NA NA NA NA NA NA NA,ec27363787b120f99cfbc8650d3499b64ac692e9,,,,,,,,,,New_Chlorophyta_01,TARA_PSE_93_MAG_00228,supergroup,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
New_Chlorophyta_01,TARA_PSE_93_MAG_00228,taxogroup_1,1 NA NA NA NA NA NA NA NA,ec27363787b120f99cfbc8650d3499b64ac692e9,,,,,,,,,,New_Chlorophyta_01,TARA_PSE_93_MAG_00228,taxogroup_1,NA NA NA NA NA NA NA,3326ac4918f33a5139b62669457c3b8179e796cb,,,,,,,,,
